"bond_10yr","iso2c","date"
5.25,"KR",2004-04-01
5.16,"KR",2004-05-01
5.01,"KR",2004-06-01
4.88,"KR",2004-07-01
4.33,"KR",2004-08-01
4.14,"KR",2004-09-01
4.05,"KR",2004-10-01
3.96,"KR",2004-11-01
3.85,"KR",2004-12-01
4.42,"KR",2005-01-01
4.88,"KR",2005-02-01
4.77,"KR",2005-03-01
4.69,"KR",2005-04-01
4.42,"KR",2005-05-01
4.46,"KR",2005-06-01
4.89,"KR",2005-07-01
5.08,"KR",2005-08-01
5.15,"KR",2005-09-01
5.36,"KR",2005-10-01
5.68,"KR",2005-11-01
5.6,"KR",2005-12-01
5.58,"KR",2006-01-01
5.28,"KR",2006-02-01
5.42,"KR",2006-03-01
5.45,"KR",2006-04-01
5.2,"KR",2006-05-01
5.25,"KR",2006-06-01
5.16,"KR",2006-07-01
4.94,"KR",2006-08-01
4.89,"KR",2006-09-01
4.79,"KR",2006-10-01
4.91,"KR",2006-11-01
4.95,"KR",2006-12-01
5.04,"KR",2007-01-01
5.01,"KR",2007-02-01
4.94,"KR",2007-03-01
5.07,"KR",2007-04-01
5.22,"KR",2007-05-01
5.48,"KR",2007-06-01
5.52,"KR",2007-07-01
5.42,"KR",2007-08-01
5.52,"KR",2007-09-01
5.56,"KR",2007-10-01
5.61,"KR",2007-11-01
5.82,"KR",2007-12-01
5.56,"KR",2008-01-01
5.28,"KR",2008-02-01
5.36,"KR",2008-03-01
5.17,"KR",2008-04-01
5.5,"KR",2008-05-01
5.89,"KR",2008-06-01
6.03,"KR",2008-07-01
5.91,"KR",2008-08-01
5.99,"KR",2008-09-01
5.53,"KR",2008-10-01
5.73,"KR",2008-11-01
4.87,"KR",2008-12-01
4.42,"KR",2009-01-01
5.24,"KR",2009-02-01
4.97,"KR",2009-03-01
4.9,"KR",2009-04-01
5.05,"KR",2009-05-01
5.26,"KR",2009-06-01
5.18,"KR",2009-07-01
5.44,"KR",2009-08-01
5.38,"KR",2009-09-01
5.45,"KR",2009-10-01
5.39,"KR",2009-11-01
5.31,"KR",2009-12-01
5.35,"KR",2010-01-01
5.3,"KR",2010-02-01
4.92,"KR",2010-03-01
4.91,"KR",2010-04-01
4.95,"KR",2010-05-01
4.93,"KR",2010-06-01
4.91,"KR",2010-07-01
4.68,"KR",2010-08-01
4.28,"KR",2010-09-01
4.11,"KR",2010-10-01
4.48,"KR",2010-11-01
4.46,"KR",2010-12-01
4.69,"KR",2011-01-01
4.76,"KR",2011-02-01
4.51,"KR",2011-03-01
4.48,"KR",2011-04-01
4.34,"KR",2011-05-01
4.24,"KR",2011-06-01
4.23,"KR",2011-07-01
3.96,"KR",2011-08-01
3.75,"KR",2011-09-01
3.86,"KR",2011-10-01
3.8,"KR",2011-11-01
3.81,"KR",2011-12-01
3.8,"KR",2012-01-01
3.81,"KR",2012-02-01
3.95,"KR",2012-03-01
3.9,"KR",2012-04-01
3.75,"KR",2012-05-01
3.63,"KR",2012-06-01
3.3,"KR",2012-07-01
3.09,"KR",2012-08-01
3.05,"KR",2012-09-01
2.97,"KR",2012-10-01
2.99,"KR",2012-11-01
3.13,"KR",2012-12-01
3.05,"KR",2013-01-01
3.04,"KR",2013-02-01
2.91,"KR",2013-03-01
2.84,"KR",2013-04-01
2.9,"KR",2013-05-01
3.31,"KR",2013-06-01
3.47,"KR",2013-07-01
3.61,"KR",2013-08-01
3.53,"KR",2013-09-01
3.44,"KR",2013-10-01
3.584,"KR",2013-11-01
3.653,"KR",2013-12-01
3.647,"KR",2014-01-01
3.522,"KR",2014-02-01
3.543,"KR",2014-03-01
3.54,"KR",2014-04-01
3.402,"KR",2014-05-01
3.286,"KR",2014-06-01
3.056,"KR",2014-07-01
3.086,"KR",2014-08-01
3.012,"KR",2014-09-01
2.769,"KR",2014-10-01
2.692,"KR",2014-11-01
2.681,"KR",2014-12-01
2.415,"KR",2015-01-01
2.346,"KR",2015-02-01
2.276,"KR",2015-03-01
6.68,"LU",1993-10-01
6.52,"LU",1993-11-01
6.29,"LU",1993-12-01
6.33,"LU",1994-01-01
6.43,"LU",1994-02-01
6.72,"LU",1994-03-01
6.98,"LU",1994-04-01
7.12,"LU",1994-05-01
7.15,"LU",1994-06-01
7.13,"LU",1994-07-01
7.07,"LU",1994-08-01
7.32,"LU",1994-09-01
7.96,"LU",1994-10-01
7.85,"LU",1994-11-01
7.74,"LU",1994-12-01
7.78,"LU",1995-01-01
7.83,"LU",1995-02-01
7.73,"LU",1995-03-01
7.53,"LU",1995-04-01
7.39,"LU",1995-05-01
7.1,"LU",1995-06-01
7.1,"LU",1995-07-01
7.09,"LU",1995-08-01
6.9,"LU",1995-09-01
6.84,"LU",1995-10-01
6.77,"LU",1995-11-01
6.69,"LU",1995-12-01
6.42,"LU",1996-01-01
6.13,"LU",1996-02-01
6.68,"LU",1996-03-01
6.58,"LU",1996-04-01
6.47,"LU",1996-05-01
6.52,"LU",1996-06-01
6.53,"LU",1996-07-01
6.35,"LU",1996-08-01
6.25,"LU",1996-09-01
5.93,"LU",1996-10-01
5.89,"LU",1996-11-01
5.81,"LU",1996-12-01
5.73,"LU",1997-01-01
5.45,"LU",1997-02-01
5.59,"LU",1997-03-01
5.7,"LU",1997-04-01
5.59,"LU",1997-05-01
5.68,"LU",1997-06-01
5.57,"LU",1997-07-01
5.63,"LU",1997-08-01
5.6,"LU",1997-09-01
5.6,"LU",1997-10-01
5.61,"LU",1997-11-01
5.43,"LU",1997-12-01
5.21,"LU",1998-01-01
5.08,"LU",1998-02-01
5,"LU",1998-03-01
4.99,"LU",1998-04-01
5.06,"LU",1998-05-01
4.94,"LU",1998-06-01
4.84,"LU",1998-07-01
4.56,"LU",1998-08-01
4.36,"LU",1998-09-01
4.3,"LU",1998-10-01
4.3,"LU",1998-11-01
4.1,"LU",1998-12-01
3.91,"LU",1999-01-01
3.93,"LU",1999-02-01
4.17,"LU",1999-03-01
4.01,"LU",1999-04-01
4.16,"LU",1999-05-01
4.37,"LU",1999-06-01
4.87,"LU",1999-07-01
5.18,"LU",1999-08-01
5.31,"LU",1999-09-01
5.54,"LU",1999-10-01
5.27,"LU",1999-11-01
5.26,"LU",1999-12-01
5.65,"LU",2000-01-01
5.7,"LU",2000-02-01
5.56,"LU",2000-03-01
5.42,"LU",2000-04-01
5.6,"LU",2000-05-01
5.37,"LU",2000-06-01
5.57,"LU",2000-07-01
5.49,"LU",2000-08-01
5.57,"LU",2000-09-01
5.51,"LU",2000-10-01
5.57,"LU",2000-11-01
5.21,"LU",2000-12-01
5.06,"LU",2001-01-01
5.08,"LU",2001-02-01
4.93,"LU",2001-03-01
5.05,"LU",2001-04-01
5.3,"LU",2001-05-01
5.15,"LU",2001-06-01
5.05,"LU",2001-07-01
4.83,"LU",2001-08-01
4.67,"LU",2001-09-01
4.41,"LU",2001-10-01
4.29,"LU",2001-11-01
4.51,"LU",2001-12-01
4.82,"LU",2002-01-01
4.91,"LU",2002-02-01
5.16,"LU",2002-03-01
5.19,"LU",2002-04-01
5.15,"LU",2002-05-01
5.09,"LU",2002-06-01
4.87,"LU",2002-07-01
4.49,"LU",2002-08-01
4.33,"LU",2002-09-01
4.11,"LU",2002-10-01
4.11,"LU",2002-11-01
3.97,"LU",2002-12-01
3.625,"LU",2003-01-01
3.55,"LU",2003-02-01
3.55,"LU",2003-03-01
3.55,"LU",2003-04-01
3.55,"LU",2003-05-01
2.848211,"LU",2003-06-01
2.852957,"LU",2003-07-01
3.17,"LU",2003-08-01
3.220455,"LU",2003-09-01
3.195565,"LU",2003-10-01
3.3827,"LU",2003-11-01
3.28905,"LU",2003-12-01
3.010143,"LU",2004-01-01
2.93845,"LU",2004-02-01
2.692609,"LU",2004-03-01
2.7675,"LU",2004-04-01
3.033125,"LU",2004-05-01
3.124333,"LU",2004-06-01
3.025083,"LU",2004-07-01
2.859091,"LU",2004-08-01
2.825727,"LU",2004-09-01
2.69219,"LU",2004-10-01
2.586095,"LU",2004-11-01
2.540818,"LU",2004-12-01
2.545571,"LU",2005-01-01
2.56,"LU",2005-02-01
2.580095,"LU",2005-03-01
2.451143,"LU",2005-04-01
2.287158,"LU",2005-05-01
2.117143,"LU",2005-06-01
2.167619,"LU",2005-07-01
2.248955,"LU",2005-08-01
2.194545,"LU",2005-09-01
2.42,"LU",2005-10-01
2.65,"LU",2005-11-01
2.74,"LU",2005-12-01
2.82,"LU",2006-01-01
2.82,"LU",2006-02-01
2.82,"LU",2006-03-01
2.82,"LU",2006-04-01
3.08,"LU",2006-05-01
3.38,"LU",2006-06-01
3.49,"LU",2006-07-01
3.58,"LU",2006-08-01
3.67,"LU",2006-09-01
3.67,"LU",2006-10-01
3.72,"LU",2006-11-01
3.77,"LU",2006-12-01
3.833318,"LU",2007-01-01
3.904316,"LU",2007-02-01
4.016136,"LU",2007-03-01
4.263684,"LU",2007-04-01
4.632545,"LU",2007-05-01
NA,"LU",2007-06-01
NA,"LU",2007-07-01
4.632545,"LU",2007-08-01
NA,"LU",2007-09-01
NA,"LU",2007-10-01
NA,"LU",2007-11-01
NA,"LU",2007-12-01
NA,"LU",2008-01-01
NA,"LU",2008-02-01
NA,"LU",2008-03-01
NA,"LU",2008-04-01
NA,"LU",2008-05-01
NA,"LU",2008-06-01
NA,"LU",2008-07-01
NA,"LU",2008-08-01
NA,"LU",2008-09-01
NA,"LU",2008-10-01
NA,"LU",2008-11-01
NA,"LU",2008-12-01
NA,"LU",2009-01-01
NA,"LU",2009-02-01
NA,"LU",2009-03-01
NA,"LU",2009-04-01
NA,"LU",2009-05-01
NA,"LU",2009-06-01
NA,"LU",2009-07-01
NA,"LU",2009-08-01
NA,"LU",2009-09-01
NA,"LU",2009-10-01
NA,"LU",2009-11-01
NA,"LU",2009-12-01
NA,"LU",2010-01-01
NA,"LU",2010-02-01
NA,"LU",2010-03-01
NA,"LU",2010-04-01
3.152166667,"LU",2010-05-01
3.008590909,"LU",2010-06-01
2.984636364,"LU",2010-07-01
2.665045455,"LU",2010-08-01
2.672590909,"LU",2010-09-01
2.733190476,"LU",2010-10-01
2.935090909,"LU",2010-11-01
3.319130435,"LU",2010-12-01
3.304095238,"LU",2011-01-01
3.4528,"LU",2011-02-01
3.471,"LU",2011-03-01
3.566285714,"LU",2011-04-01
3.293454545,"LU",2011-05-01
3.145409091,"LU",2011-06-01
3.025666667,"LU",2011-07-01
2.59326087,"LU",2011-08-01
2.273363636,"LU",2011-09-01
2.366142857,"LU",2011-10-01
2.307409091,"LU",2011-11-01
2.263818182,"LU",2011-12-01
2.069727273,"LU",2012-01-01
2.03447619,"LU",2012-02-01
2.371692308,"LU",2012-03-01
2.220238095,"LU",2012-04-01
1.922347826,"LU",2012-05-01
1.818761905,"LU",2012-06-01
1.697863636,"LU",2012-07-01
1.661608696,"LU",2012-08-01
1.6474,"LU",2012-09-01
1.620608696,"LU",2012-10-01
1.523772727,"LU",2012-11-01
1.427428571,"LU",2012-12-01
1.594521739,"LU",2013-01-01
1.69275,"LU",2013-02-01
1.545380952,"LU",2013-03-01
1.4095,"LU",2013-04-01
1.460086957,"LU",2013-05-01
1.755,"LU",2013-06-01
1.844043478,"LU",2013-07-01
2.202090909,"LU",2013-08-01
2.271380952,"LU",2013-09-01
2.138782609,"LU",2013-10-01
2.00852381,"LU",2013-11-01
2.096318182,"LU",2013-12-01
2.056869565,"LU",2014-01-01
1.86875,"LU",2014-02-01
1.796190476,"LU",2014-03-01
1.710090909,"LU",2014-04-01
1.568227273,"LU",2014-05-01
1.439809524,"LU",2014-06-01
1.263652174,"LU",2014-07-01
1.083142857,"LU",2014-08-01
0.983272727,"LU",2014-09-01
0.867304348,"LU",2014-10-01
0.7511,"LU",2014-11-01
0.646565217,"LU",2014-12-01
0.473318182,"LU",2015-01-01
0.3308,"LU",2015-02-01
10.9,"MX",2001-07-01
NA,"MX",2001-08-01
NA,"MX",2001-09-01
11.09,"MX",2001-10-01
NA,"MX",2001-11-01
10.28,"MX",2001-12-01
9.98,"MX",2002-01-01
9.93,"MX",2002-02-01
9.72,"MX",2002-03-01
9.85,"MX",2002-04-01
9.2,"MX",2002-05-01
9.95,"MX",2002-06-01
10.17,"MX",2002-07-01
10.23,"MX",2002-08-01
10.22,"MX",2002-09-01
11.17,"MX",2002-10-01
10.96,"MX",2002-11-01
10.12,"MX",2002-12-01
10.12,"MX",2003-01-01
10.09,"MX",2003-02-01
10.58,"MX",2003-03-01
9.53,"MX",2003-04-01
8.49,"MX",2003-05-01
8.07,"MX",2003-06-01
8.74,"MX",2003-07-01
8.88,"MX",2003-08-01
8.37,"MX",2003-09-01
8.24,"MX",2003-10-01
8.35,"MX",2003-11-01
8.32,"MX",2003-12-01
8.32,"MX",2004-01-01
8.38,"MX",2004-02-01
8.6,"MX",2004-03-01
8.92,"MX",2004-04-01
10.1,"MX",2004-05-01
10.3,"MX",2004-06-01
9.78,"MX",2004-07-01
10.03,"MX",2004-08-01
10.27,"MX",2004-09-01
9.69,"MX",2004-10-01
10.35,"MX",2004-11-01
9.72,"MX",2004-12-01
10.02,"MX",2005-01-01
9.62,"MX",2005-02-01
10.26,"MX",2005-03-01
10.41,"MX",2005-04-01
9.84,"MX",2005-05-01
9.56,"MX",2005-06-01
9.37,"MX",2005-07-01
9.4,"MX",2005-08-01
8.5,"MX",2005-09-01
8.85,"MX",2005-10-01
8.73,"MX",2005-11-01
8.45,"MX",2005-12-01
8.25,"MX",2006-01-01
8.21,"MX",2006-02-01
8.25,"MX",2006-03-01
8.57,"MX",2006-04-01
8.81,"MX",2006-05-01
9.73,"MX",2006-06-01
8.69,"MX",2006-07-01
8.08,"MX",2006-08-01
8.23,"MX",2006-09-01
8.4,"MX",2006-10-01
7.88,"MX",2006-11-01
7.56,"MX",2006-12-01
7.43,"MX",2007-01-01
7.96,"MX",2007-02-01
7.82,"MX",2007-03-01
7.62,"MX",2007-04-01
7.7,"MX",2007-05-01
7.56,"MX",2007-06-01
7.62,"MX",2007-07-01
7.9,"MX",2007-08-01
7.88,"MX",2007-09-01
NA,"MX",2007-10-01
7.93,"MX",2007-11-01
8.09,"MX",2007-12-01
7.65,"MX",2008-01-01
NA,"MX",2008-02-01
7.53,"MX",2008-03-01
7.72,"MX",2008-04-01
NA,"MX",2008-05-01
8.25,"MX",2008-06-01
9.26,"MX",2008-07-01
8.55,"MX",2008-08-01
NA,"MX",2008-09-01
8.5,"MX",2008-10-01
9.82,"MX",2008-11-01
7.99,"MX",2008-12-01
NA,"MX",2009-01-01
8.24,"MX",2009-02-01
7.75,"MX",2009-03-01
NA,"MX",2009-04-01
7.55,"MX",2009-05-01
8.22,"MX",2009-06-01
8.09,"MX",2009-07-01
NA,"MX",2009-08-01
8,"MX",2009-09-01
8.05,"MX",2009-10-01
NA,"MX",2009-11-01
7.81,"MX",2009-12-01
NA,"MX",2010-01-01
7.66,"MX",2010-02-01
NA,"MX",2010-03-01
7.54,"MX",2010-04-01
7.49,"MX",2010-05-01
NA,"MX",2010-06-01
6.88,"MX",2010-07-01
6.49,"MX",2010-08-01
6.25,"MX",2010-09-01
NA,"MX",2010-10-01
6.13,"MX",2010-11-01
7.16,"MX",2010-12-01
NA,"MX",2011-01-01
NA,"MX",2011-02-01
NA,"MX",2011-03-01
7.28,"MX",2011-04-01
NA,"MX",2011-05-01
6.92,"MX",2011-06-01
6.9,"MX",2011-07-01
5.78,"MX",2011-08-01
NA,"MX",2011-09-01
6.85,"MX",2011-10-01
6.38,"MX",2011-11-01
6.46,"MX",2011-12-01
NA,"MX",2012-01-01
NA,"MX",2012-02-01
NA,"MX",2012-03-01
NA,"MX",2012-04-01
6.22,"MX",2012-05-01
5.94,"MX",2012-06-01
5.12,"MX",2012-07-01
NA,"MX",2012-08-01
5.44,"MX",2012-09-01
5.35,"MX",2012-10-01
5.52,"MX",2012-11-01
NA,"MX",2012-12-01
5.47,"MX",2013-01-01
5.03,"MX",2013-02-01
NA,"MX",2013-03-01
5,"MX",2013-04-01
4.64,"MX",2013-05-01
6.2,"MX",2013-06-01
NA,"MX",2013-07-01
5.93,"MX",2013-08-01
6.13,"MX",2013-09-01
5.97,"MX",2013-10-01
NA,"MX",2013-11-01
6.33,"MX",2013-12-01
6.46,"MX",2014-01-01
NA,"MX",2014-02-01
6.32,"MX",2014-03-01
6.15,"MX",2014-04-01
5.87,"MX",2014-05-01
NA,"MX",2014-06-01
5.69,"MX",2014-07-01
5.65,"MX",2014-08-01
NA,"MX",2014-09-01
6.08,"MX",2014-10-01
5.98,"MX",2014-11-01
5.9,"MX",2014-12-01
NA,"MX",2015-01-01
5.31,"MX",2015-02-01
6.04,"MX",2015-03-01
4.43,"NL",1959-01-01
4.35,"NL",1959-02-01
4.36,"NL",1959-03-01
4.25,"NL",1959-04-01
4.28,"NL",1959-05-01
4.39,"NL",1959-06-01
4.49,"NL",1959-07-01
4.39,"NL",1959-08-01
4.44,"NL",1959-09-01
4.48,"NL",1959-10-01
4.45,"NL",1959-11-01
4.47,"NL",1959-12-01
4.56,"NL",1960-01-01
4.6,"NL",1960-02-01
4.51,"NL",1960-03-01
4.49,"NL",1960-04-01
4.56,"NL",1960-05-01
4.49,"NL",1960-06-01
4.39,"NL",1960-07-01
4.4,"NL",1960-08-01
4.41,"NL",1960-09-01
4.35,"NL",1960-10-01
4.36,"NL",1960-11-01
4.34,"NL",1960-12-01
4.34,"NL",1961-01-01
4.3,"NL",1961-02-01
4.26,"NL",1961-03-01
4.12,"NL",1961-04-01
4.05,"NL",1961-05-01
4.09,"NL",1961-06-01
4.14,"NL",1961-07-01
4.23,"NL",1961-08-01
4.15,"NL",1961-09-01
4.14,"NL",1961-10-01
4.18,"NL",1961-11-01
4.15,"NL",1961-12-01
4.08,"NL",1962-01-01
4.02,"NL",1962-02-01
4.15,"NL",1962-03-01
4.22,"NL",1962-04-01
4.29,"NL",1962-05-01
4.45,"NL",1962-06-01
4.44,"NL",1962-07-01
4.26,"NL",1962-08-01
4.2,"NL",1962-09-01
4.25,"NL",1962-10-01
4.26,"NL",1962-11-01
4.21,"NL",1962-12-01
4.22,"NL",1963-01-01
4.25,"NL",1963-02-01
4.2,"NL",1963-03-01
4.16,"NL",1963-04-01
4.2,"NL",1963-05-01
4.25,"NL",1963-06-01
4.27,"NL",1963-07-01
4.23,"NL",1963-08-01
4.23,"NL",1963-09-01
4.41,"NL",1963-10-01
4.59,"NL",1963-11-01
4.7,"NL",1963-12-01
4.83,"NL",1964-01-01
4.82,"NL",1964-02-01
4.88,"NL",1964-03-01
4.9,"NL",1964-04-01
4.93,"NL",1964-05-01
5.01,"NL",1964-06-01
5.32,"NL",1964-07-01
5.38,"NL",1964-08-01
5.13,"NL",1964-09-01
5.2,"NL",1964-10-01
5.32,"NL",1964-11-01
5.35,"NL",1964-12-01
5.16,"NL",1965-01-01
5.07,"NL",1965-02-01
5.12,"NL",1965-03-01
5.21,"NL",1965-04-01
5.39,"NL",1965-05-01
5.48,"NL",1965-06-01
5.64,"NL",1965-07-01
5.56,"NL",1965-08-01
5.54,"NL",1965-09-01
5.76,"NL",1965-10-01
5.99,"NL",1965-11-01
6.09,"NL",1965-12-01
6.17,"NL",1966-01-01
6.31,"NL",1966-02-01
6.44,"NL",1966-03-01
6.5,"NL",1966-04-01
6.77,"NL",1966-05-01
6.73,"NL",1966-06-01
6.59,"NL",1966-07-01
6.79,"NL",1966-08-01
6.65,"NL",1966-09-01
6.65,"NL",1966-10-01
6.73,"NL",1966-11-01
6.67,"NL",1966-12-01
6.45,"NL",1967-01-01
6.53,"NL",1967-02-01
6.42,"NL",1967-03-01
6.33,"NL",1967-04-01
6.38,"NL",1967-05-01
6.49,"NL",1967-06-01
6.44,"NL",1967-07-01
6.41,"NL",1967-08-01
6.38,"NL",1967-09-01
6.38,"NL",1967-10-01
6.49,"NL",1967-11-01
6.39,"NL",1967-12-01
6.44,"NL",1968-01-01
6.48,"NL",1968-02-01
6.51,"NL",1968-03-01
6.45,"NL",1968-04-01
6.47,"NL",1968-05-01
6.53,"NL",1968-06-01
6.59,"NL",1968-07-01
6.58,"NL",1968-08-01
6.51,"NL",1968-09-01
6.52,"NL",1968-10-01
6.55,"NL",1968-11-01
6.6,"NL",1968-12-01
6.72,"NL",1969-01-01
6.93,"NL",1969-02-01
7.09,"NL",1969-03-01
7.27,"NL",1969-04-01
7.28,"NL",1969-05-01
7.53,"NL",1969-06-01
7.64,"NL",1969-07-01
7.7,"NL",1969-08-01
7.92,"NL",1969-09-01
7.94,"NL",1969-10-01
7.76,"NL",1969-11-01
7.9,"NL",1969-12-01
7.93,"NL",1970-01-01
8.01,"NL",1970-02-01
8.03,"NL",1970-03-01
8.06,"NL",1970-04-01
8.15,"NL",1970-05-01
8.17,"NL",1970-06-01
8.02,"NL",1970-07-01
8.01,"NL",1970-08-01
8.02,"NL",1970-09-01
8.01,"NL",1970-10-01
7.95,"NL",1970-11-01
7.77,"NL",1970-12-01
7.55,"NL",1971-01-01
7.57,"NL",1971-02-01
7.56,"NL",1971-03-01
7.38,"NL",1971-04-01
7.55,"NL",1971-05-01
7.56,"NL",1971-06-01
7.61,"NL",1971-07-01
7.59,"NL",1971-08-01
7.85,"NL",1971-09-01
7.74,"NL",1971-10-01
7.76,"NL",1971-11-01
7.79,"NL",1971-12-01
7.52,"NL",1972-01-01
7.32,"NL",1972-02-01
7.26,"NL",1972-03-01
7.36,"NL",1972-04-01
7.51,"NL",1972-05-01
7.56,"NL",1972-06-01
7.47,"NL",1972-07-01
7.23,"NL",1972-08-01
7.05,"NL",1972-09-01
7.15,"NL",1972-10-01
7.32,"NL",1972-11-01
7.5,"NL",1972-12-01
7.46,"NL",1973-01-01
7.4,"NL",1973-02-01
7.28,"NL",1973-03-01
7.41,"NL",1973-04-01
7.45,"NL",1973-05-01
7.8,"NL",1973-06-01
8,"NL",1973-07-01
8.44,"NL",1973-08-01
8.42,"NL",1973-09-01
8.24,"NL",1973-10-01
8.09,"NL",1973-11-01
9.01,"NL",1973-12-01
9.26,"NL",1974-01-01
9.35,"NL",1974-02-01
9.34,"NL",1974-03-01
9.77,"NL",1974-04-01
10.22,"NL",1974-05-01
10.15,"NL",1974-06-01
10.44,"NL",1974-07-01
10.45,"NL",1974-08-01
10.43,"NL",1974-09-01
10.25,"NL",1974-10-01
9.14,"NL",1974-11-01
9.09,"NL",1974-12-01
8.95,"NL",1975-01-01
8.8,"NL",1975-02-01
8.82,"NL",1975-03-01
8.89,"NL",1975-04-01
8.54,"NL",1975-05-01
8.33,"NL",1975-06-01
8.75,"NL",1975-07-01
8.94,"NL",1975-08-01
8.97,"NL",1975-09-01
8.97,"NL",1975-10-01
8.87,"NL",1975-11-01
8.61,"NL",1975-12-01
8.47,"NL",1976-01-01
8.25,"NL",1976-02-01
8.32,"NL",1976-03-01
8.4,"NL",1976-04-01
8.69,"NL",1976-05-01
9.34,"NL",1976-06-01
9.63,"NL",1976-07-01
10.03,"NL",1976-08-01
9.8,"NL",1976-09-01
9.32,"NL",1976-10-01
8.78,"NL",1976-11-01
8.4,"NL",1976-12-01
8.4,"NL",1977-01-01
8.38,"NL",1977-02-01
8.29,"NL",1977-03-01
8.11,"NL",1977-04-01
8.12,"NL",1977-05-01
8.17,"NL",1977-06-01
7.93,"NL",1977-07-01
7.7,"NL",1977-08-01
7.83,"NL",1977-09-01
8.03,"NL",1977-10-01
8.14,"NL",1977-11-01
8.11,"NL",1977-12-01
7.73,"NL",1978-01-01
7.54,"NL",1978-02-01
7.46,"NL",1978-03-01
7.27,"NL",1978-04-01
7.4,"NL",1978-05-01
7.35,"NL",1978-06-01
7.7,"NL",1978-07-01
7.78,"NL",1978-08-01
7.78,"NL",1978-09-01
8.28,"NL",1978-10-01
8.06,"NL",1978-11-01
8.48,"NL",1978-12-01
8.27,"NL",1979-01-01
8.37,"NL",1979-02-01
8.52,"NL",1979-03-01
8.58,"NL",1979-04-01
8.77,"NL",1979-05-01
9.01,"NL",1979-06-01
8.98,"NL",1979-07-01
8.73,"NL",1979-08-01
8.77,"NL",1979-09-01
8.83,"NL",1979-10-01
9.18,"NL",1979-11-01
9.29,"NL",1979-12-01
9.41,"NL",1980-01-01
10.37,"NL",1980-02-01
11.45,"NL",1980-03-01
10.59,"NL",1980-04-01
9.97,"NL",1980-05-01
9.99,"NL",1980-06-01
9.66,"NL",1980-07-01
9.67,"NL",1980-08-01
10.25,"NL",1980-09-01
10.2,"NL",1980-10-01
10.46,"NL",1980-11-01
10.48,"NL",1980-12-01
10.43,"NL",1981-01-01
10.96,"NL",1981-02-01
11.38,"NL",1981-03-01
11.29,"NL",1981-04-01
11.9,"NL",1981-05-01
11.43,"NL",1981-06-01
11.57,"NL",1981-07-01
12.12,"NL",1981-08-01
12.3,"NL",1981-09-01
12.1,"NL",1981-10-01
11.87,"NL",1981-11-01
11.28,"NL",1981-12-01
11.23,"NL",1982-01-01
10.98,"NL",1982-02-01
10.37,"NL",1982-03-01
10.17,"NL",1982-04-01
10.15,"NL",1982-05-01
10.53,"NL",1982-06-01
10.5,"NL",1982-07-01
10.24,"NL",1982-08-01
9.98,"NL",1982-09-01
9.73,"NL",1982-10-01
8.89,"NL",1982-11-01
8.4,"NL",1982-12-01
7.98,"NL",1983-01-01
8.2,"NL",1983-02-01
8.03,"NL",1983-03-01
8.46,"NL",1983-04-01
8.85,"NL",1983-05-01
9.22,"NL",1983-06-01
9.08,"NL",1983-07-01
9.03,"NL",1983-08-01
8.8,"NL",1983-09-01
8.53,"NL",1983-10-01
8.57,"NL",1983-11-01
8.58,"NL",1983-12-01
8.57,"NL",1984-01-01
8.56,"NL",1984-02-01
8.4,"NL",1984-03-01
8.45,"NL",1984-04-01
8.52,"NL",1984-05-01
8.68,"NL",1984-06-01
8.69,"NL",1984-07-01
8.5,"NL",1984-08-01
8.26,"NL",1984-09-01
7.94,"NL",1984-10-01
7.65,"NL",1984-11-01
7.72,"NL",1984-12-01
7.38,"NL",1985-01-01
7.89,"NL",1985-02-01
8.02,"NL",1985-03-01
7.7,"NL",1985-04-01
7.54,"NL",1985-05-01
7.35,"NL",1985-06-01
7.24,"NL",1985-07-01
6.92,"NL",1985-08-01
6.89,"NL",1985-09-01
7.03,"NL",1985-10-01
7.01,"NL",1985-11-01
6.96,"NL",1985-12-01
6.81,"NL",1986-01-01
6.84,"NL",1986-02-01
6.44,"NL",1986-03-01
6.15,"NL",1986-04-01
6.33,"NL",1986-05-01
6.29,"NL",1986-06-01
6.24,"NL",1986-07-01
6.01,"NL",1986-08-01
6.03,"NL",1986-09-01
6.18,"NL",1986-10-01
6.22,"NL",1986-11-01
6.27,"NL",1986-12-01
6.16,"NL",1987-01-01
6.18,"NL",1987-02-01
6.2,"NL",1987-03-01
6.12,"NL",1987-04-01
6.06,"NL",1987-05-01
6.28,"NL",1987-06-01
6.45,"NL",1987-07-01
6.6,"NL",1987-08-01
6.87,"NL",1987-09-01
7.08,"NL",1987-10-01
6.41,"NL",1987-11-01
6.42,"NL",1987-12-01
6.37,"NL",1988-01-01
6.2,"NL",1988-02-01
6.13,"NL",1988-03-01
6.19,"NL",1988-04-01
6.47,"NL",1988-05-01
6.52,"NL",1988-06-01
6.68,"NL",1988-07-01
6.72,"NL",1988-08-01
6.58,"NL",1988-09-01
6.28,"NL",1988-10-01
6.35,"NL",1988-11-01
6.5,"NL",1988-12-01
6.67,"NL",1989-01-01
6.97,"NL",1989-02-01
7.09,"NL",1989-03-01
7.08,"NL",1989-04-01
7.38,"NL",1989-05-01
7.2,"NL",1989-06-01
7.05,"NL",1989-07-01
7.05,"NL",1989-08-01
7.23,"NL",1989-09-01
7.43,"NL",1989-10-01
7.72,"NL",1989-11-01
7.75,"NL",1989-12-01
8.22,"NL",1990-01-01
8.78,"NL",1990-02-01
